px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.8689	-3.47784	-2.7369	-2.09271	0.446049	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.0726854
10.9736	-3.38134	-2.74285	-2.1503	0.265785	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	4.42335
11.0455	-3.23578	-2.77846	-2.12005	0.285783	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.878132
11.0918	-3.08435	-2.77403	-2.03756	0.434222	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.06791
11.1537	-2.92442	-2.79913	-1.99922	0.451718	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.497622
11.2065	-2.77714	-2.8011	-1.95759	0.486446	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.257654
11.2589	-2.61162	-2.82777	-1.91873	0.500421	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.479454
11.2067	-2.41676	-2.82974	-1.697	0.933189	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	23.63
11.2069	-2.2597	-2.82458	-1.6335	0.949353	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.300724
11.314	-2.14794	-2.77509	-1.7784	0.504183	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	25.9726
11.3453	-1.9881	-2.79072	-1.74976	0.503394	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.129593
11.3545	-1.83317	-2.7919	-1.69546	0.561843	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.469336
11.3614	-1.67805	-2.79252	-1.65644	0.572228	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.119212
11.3085	-1.5268	-2.80138	-1.52355	0.802101	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	7.49756
11.2893	-1.37984	-2.80961	-1.47487	0.812051	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.180729
11.2446	-1.22363	-2.81879	-1.3855	0.911587	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	1.40193
11.197	-1.09418	-2.78486	-1.32349	0.931298	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.814102
11.0847	-0.95523	-2.82525	-1.15032	1.21208	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	12.0664
11.0089	-0.804527	-2.86114	-1.08065	1.21771	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	1.08123
10.9613	-0.668407	-2.82847	-1.07142	1.08519	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	3.29561
10.878	-0.539561	-2.82225	-1.00636	1.09348	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.0491109
10.7811	-0.413856	-2.83205	-0.926269	1.13929	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.432465
10.6747	-0.308317	-2.81439	-0.85033	1.16049	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.276079
10.5145	-0.211086	-2.87709	-0.690434	1.37204	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	8.94977
10.377	-0.127405	-2.86955	-0.599698	1.39428	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.235022
10.2791	-0.0372478	-2.80908	-0.575461	1.28304	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	4.37398
10.1442	0.0142271	-2.78035	-0.484381	1.31813	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.569818
10.0007	0.0753728	-2.7868	-0.401761	1.33726	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.194065
9.85321	0.0979496	-2.76157	-0.300113	1.38292	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.594145
9.70333	0.132723	-2.76402	-0.217537	1.39355	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.127322
9.54722	0.115127	-2.73977	-0.0971743	1.46224	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.949853
9.39421	0.123307	-2.74651	-0.0148372	1.46501	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.0799256
9.24511	0.132568	-2.75084	0.0522735	1.44418	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.0715283
9.0951	0.123394	-2.7509	0.126875	1.43657	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.102207
8.94936	0.162549	-2.75801	0.137796	1.33359	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	1.58146
8.82735	0.116085	-2.66668	0.237258	1.38677	8.90199	0.247143	8.85	0.25	-1.81847	0	7.25655
8.70142	0.151544	-2.64179	0.232811	1.27188	8.76016	0.263752	8.75	0.25	-1.81846	0	2.53286
8.52537	0.166403	-2.74746	0.22785	1.13238	8.46355	0.258809	8.55	0.25	-3.6326	0	11.8255
8.37372	0.178042	-2.74378	0.236064	1.05289	8.35367	0.252596	8.35	0.25	-3.6326	0	0.983379
8.2229	0.14892	-2.75091	0.281689	1.03313	8.05161	0.241868	8.2	0.25	-2.72841	0	0.517512
8.07226	0.161771	-2.73979	0.275595	0.941976	8.05411	0.247878	8.05	0.25	-2.72842	0	1.29484
7.92608	0.124481	-2.73906	0.319696	0.931262	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.363264
7.77508	0.102663	-2.73938	0.338895	0.884254	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.423278
7.63098	0.0612036	-2.74948	0.369583	0.850653	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.625878
7.48318	0.0208126	-2.75212	0.396544	0.821602	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.215692
7.32917	-0.000416841	-2.799	0.377575	0.704983	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	3.90309
7.19143	-0.022629	-2.79186	0.379114	0.656681	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.513211
7.08267	-0.109055	-2.72956	0.474031	0.778885	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	5.78735
6.95087	-0.168394	-2.72227	0.505281	0.76261	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.0681
6.84094	-0.267716	-2.69635	0.594842	0.858811	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	1.87772
6.7295	-0.35211	-2.68455	0.644417	0.863169	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.155103
6.63596	-0.468446	-2.66595	0.74306	0.965423	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	1.59505
6.53417	-0.569264	-2.66175	0.796824	0.966856	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.018208
6.48714	-0.741869	-2.64582	0.984448	1.23569	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	8.51979
6.42208	-0.888198	-2.6585	1.0758	1.26559	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.502059
6.37215	-1.02204	-2.66688	1.16342	1.3095	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.41808
6.33066	-1.17464	-2.69479	1.25049	1.33154	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1.0298
6.28369	-1.29624	-2.68931	1.29181	1.27482	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.66564
6.25156	-1.42699	-2.68975	1.3563	1.27568	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.00123052
6.2558	-1.58179	-2.71477	1.48492	1.41233	6.24787	-1.61119	6.25	-1.6	0	-2.99288	2.69729
6.24584	-1.72479	-2.72692	1.55518	1.40845	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.116732
6.28154	-1.89119	-2.75744	1.6945	1.53903	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	2.78447
6.31689	-2.04252	-2.75729	1.78818	1.55076	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.149478
6.32707	-2.17515	-2.70589	1.8113	1.40933	6.53066	-2.26346	6.35	-2.2	0	-2.72782	4.89626
6.36766	-2.32218	-2.7124	1.88814	1.40654	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0355665
6.3825	-2.45785	-2.67149	1.90352	1.27342	6.27034	-2.51837	6.35	-2.55	0	-3.63689	3.79011
6.40391	-2.62899	-2.71904	1.93757	1.21186	6.34287	-2.73391	6.35	-2.75	0	-3.63689	2.02485
6.46316	-2.77597	-2.73962	2.00741	1.22125	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.584779
6.49671	-2.95063	-2.78895	2.03043	1.14884	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	2.24544
6.55088	-3.0917	-2.77729	2.06593	1.09258	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.876259
6.593	-3.25911	-2.81266	2.08167	1.02331	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	1.50712
6.65477	-3.39703	-2.79287	2.1088	0.961245	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.26668
6.70182	-3.56298	-2.82351	2.11499	0.889827	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.36161
6.76933	-3.70128	-2.81375	2.14022	0.844236	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.684337
6.81289	-3.87487	-2.8471	2.12798	0.755632	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.87654
6.87107	-4.0119	-2.81531	2.13134	0.679726	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.76182
6.91653	-4.1817	-2.84094	2.11516	0.599765	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	1.39918
7.02227	-4.3209	-2.8927	2.17844	0.667796	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.62792
7.08471	-4.48677	-2.91795	2.16995	0.600236	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.01754
7.15694	-4.6211	-2.89307	2.17697	0.550151	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0.977454
7.20403	-4.79188	-2.91167	2.14749	0.461977	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	1.46306
7.25852	-4.91579	-2.86877	2.13334	0.384224	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	2.48081
7.31019	-5.04662	-2.86354	2.12627	0.346176	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.470514
7.41567	-5.16798	-2.92678	2.18952	0.448991	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.25517
7.47638	-5.30998	-2.93745	2.17802	0.398843	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.502796
7.52681	-5.43829	-2.85328	2.14555	0.285065	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	8.02387
7.59583	-5.5741	-2.84725	2.14478	0.261117	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.22156
7.68589	-5.70295	-2.86581	2.17177	0.292191	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.22203
7.77108	-5.83608	-2.86765	2.18167	0.283169	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.0140543
7.82194	-5.9609	-2.78053	2.14561	0.174474	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	8.74469
7.89533	-6.08029	-2.76402	2.15206	0.170134	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.319127
7.99201	-6.20674	-2.79452	2.18054	0.21162	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.42914
8.06959	-6.34275	-2.79989	2.17701	0.189634	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.0830445
8.17428	-6.47235	-2.83812	2.20668	0.23019	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.41828
8.2576	-6.6138	-2.85076	2.20131	0.203909	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.1835
8.31693	-6.73444	-2.77171	2.17233	0.119805	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.61722
8.37768	-6.86285	-2.75704	2.15632	0.0872721	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.56319
8.44909	-6.98763	-2.73921	2.14859	0.0643542	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.610943
8.49784	-7.13508	-2.74056	2.11182	0.00626167	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.57586
8.59785	-7.2654	-2.78838	2.14353	0.0722973	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.69861
8.66541	-7.41877	-2.80711	2.12002	0.0329455	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.404038
8.7177	-7.55042	-2.74928	2.08149	-0.0509191	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.80665
8.78775	-7.67234	-2.73568	2.0814	-0.0472368	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.175507
8.88426	-7.80305	-2.78273	2.11357	0.0254153	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.19148
8.95879	-7.93928	-2.78736	2.10822	0.0158301	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0237445
9.04114	-8.06422	-2.81399	2.12072	0.0409408	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.821026
9.08886	-8.20676	-2.8252	2.0882	-0.00852025	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.410019
9.12189	-8.33894	-2.74165	2.02829	-0.130696	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.8412
9.17436	-8.47215	-2.73123	2.0106	-0.14593	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.215697
9.2412	-8.60741	-2.7378	2.00859	-0.133449	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0779694
9.28402	-8.7538	-2.73937	1.97835	-0.165934	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.193261
9.3454	-8.89258	-2.746	1.97362	-0.155886	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.0758802
9.38178	-9.04124	-2.74727	1.94086	-0.190005	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.228993
9.44724	-9.17041	-2.7743	1.95665	-0.137029	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.10631
9.47376	-9.32337	-2.79393	1.91636	-0.183472	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.508751
9.5274	-9.4678	-2.79902	1.91098	-0.173026	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0639601
9.56511	-9.62442	-2.8091	1.8851	-0.195721	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.120913
9.6182	-9.7583	-2.82482	1.89218	-0.160056	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.467809
9.6446	-9.90809	-2.83937	1.8621	-0.190613	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.243347
9.67012	-10.0416	-2.82032	1.83235	-0.231861	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.603472
9.72154	-10.1673	-2.81199	1.83906	-0.206378	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.143905
9.7249	-10.3132	-2.76474	1.77104	-0.32469	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.44319
9.75875	-10.4579	-2.76093	1.75927	-0.316308	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0173652
9.80733	-10.61	-2.78408	1.77282	-0.253859	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.07493
9.84214	-10.7571	-2.78182	1.76459	-0.245972	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0138653
9.84814	-10.8914	-2.75984	1.7214	-0.31024	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.1241
9.86208	-11.0338	-2.76773	1.69915	-0.319276	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0470707
9.87756	-11.1686	-2.76706	1.68513	-0.312916	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.383076
9.87221	-11.3209	-2.78533	1.64759	-0.342457	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.316131
9.89179	-11.4612	-2.7968	1.64894	-0.301943	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.487738
9.87757	-11.6149	-2.81521	1.60879	-0.335672	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.383943
9.80227	-11.7569	-2.74858	1.46232	-0.601998	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	14.4675
9.77421	-11.8961	-2.73433	1.42169	-0.613547	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.343203
9.73443	-12.0433	-2.72851	1.36168	-0.669055	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.603743
9.68346	-12.1819	-2.72121	1.30905	-0.691405	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.373668
9.64083	-12.3246	-2.72082	1.27065	-0.690732	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.0565507
9.58003	-12.4659	-2.72429	1.22011	-0.707078	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.125786
9.46681	-12.5855	-2.70512	1.08044	-0.917269	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	6.06916
9.3838	-12.7011	-2.69135	1.01888	-0.934046	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.415849
9.23995	-12.7856	-2.68756	0.843724	-1.20553	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	9.31356
9.11259	-12.8737	-2.69721	0.751902	-1.2448	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.21074
8.97144	-12.9544	-2.70396	0.628228	-1.3588	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	1.86547
8.84653	-13.0218	-2.68709	0.544955	-1.37358	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.369555
8.73167	-13.102	-2.6758	0.502156	-1.30101	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.871067
8.58829	-13.1623	-2.68236	0.41978	-1.31333	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.208323
8.41259	-13.1591	-2.72006	0.224988	-1.58932	8.27267	-12.996	8.4	-13.15	-2.99683	0	10.7135
8.27443	-13.1756	-2.718	0.137218	-1.60027	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.123287
8.15123	-13.2195	-2.67173	0.126248	-1.42754	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	5.60635
7.99423	-13.2374	-2.6893	0.0485517	-1.4215	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.192358
7.85113	-13.2498	-2.68401	-0.0129645	-1.38896	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.407926
7.68587	-13.2456	-2.71093	-0.0894513	-1.3821	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.485865
7.55756	-13.2472	-2.6923	-0.125243	-1.30972	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.960283
7.40536	-13.2345	-2.72267	-0.184016	-1.29346	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.554476
7.25506	-13.1873	-2.74109	-0.281267	-1.35003	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.664644
7.09643	-13.1489	-2.76469	-0.346374	-1.33257	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.319801
6.95687	-13.1086	-2.74083	-0.389184	-1.2637	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.46227
6.7711	-13.0897	-2.80523	-0.409392	-1.18364	6.65123	-13.1604	6.65	-13.15	-3.63709	0	2.82429
6.64238	-13.0333	-2.81036	-0.467309	-1.18494	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.306687
6.47161	-12.9985	-2.86838	-0.483838	-1.11586	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	2.26681
6.33147	-13.0101	-2.74975	-0.40387	-0.815068	6.27012	-13.1139	6.25	-13.05	-1.81729	0	22.592
6.17316	-12.9806	-2.76576	-0.412948	-0.763578	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.801757
6.03966	-12.8885	-2.797	-0.501981	-0.8642	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	2.07601
5.89269	-12.8234	-2.81098	-0.534021	-0.841625	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.175729
5.77131	-12.7631	-2.79756	-0.556888	-0.803271	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.413966
5.62044	-12.7123	-2.82883	-0.561557	-0.751407	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.938585
5.49553	-12.6705	-2.78657	-0.543211	-0.634287	5.45236	-12.7392	5.45	-12.7	-2.00001	1	3.42429
5.36788	-12.611	-2.79113	-0.559003	-0.611955	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.169587
5.25404	-12.5231	-2.80592	-0.610501	-0.656498	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.510408
5.14019	-12.4398	-2.8072	-0.644134	-0.657438	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.00311856
5.0202	-12.352	-2.80147	-0.675908	-0.652105	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.702579
4.91581	-12.2478	-2.78927	-0.724112	-0.670379	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.123997
4.82272	-12.1074	-2.86559	-0.831363	-0.825629	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	9.44764
4.73898	-11.9872	-2.86347	-0.888388	-0.847896	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.149122
4.65308	-11.8873	-2.82578	-0.913202	-0.807983	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	1.93283
4.59405	-11.7623	-2.80999	-0.979313	-0.846546	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.346445
4.51624	-11.6274	-2.85957	-1.04032	-0.886222	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.79696
4.49125	-11.4812	-2.83884	-1.13325	-0.959122	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	1.00164
4.42781	-11.3397	-2.881	-1.1849	-0.966215	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.73089
4.41203	-11.1838	-2.87749	-1.27554	-1.0286	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.661013
4.41058	-11.0449	-2.77757	-1.36834	-1.09446	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.31756
4.40005	-10.9035	-2.75822	-1.43942	-1.11343	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.484848
4.37929	-10.7642	-2.77236	-1.48715	-1.09745	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.229882
4.40026	-10.6284	-2.75918	-1.56949	-1.13962	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.575167
4.45712	-10.4984	-2.69844	-1.69997	-1.28108	4.44716	-10.5583	4.45	-10.55	0	2.00041	6.16938
4.46544	-10.3822	-2.67802	-1.74735	-1.26079	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.487805
4.48436	-10.25	-2.68401	-1.79779	-1.23668	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.120613
4.53005	-10.1223	-2.68287	-1.87114	-1.25323	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.0981307
4.53245	-9.97541	-2.70005	-1.86611	-1.10852	4.56608	-10.005	4.55	-10	0	2.72717	3.27865
4.57294	-9.83683	-2.69578	-1.92033	-1.09988	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0310887
4.62614	-9.69826	-2.69767	-1.97804	-1.09434	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.0243266
4.7071	-9.55795	-2.71519	-2.05417	-1.11335	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.268946
4.71182	-9.4155	-2.72592	-2.00309	-0.896231	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	6.5228
4.79408	-9.28227	-2.75453	-2.06481	-0.914299	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.585715
4.90344	-9.17988	-2.75185	-2.18166	-1.05968	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	3.04056
4.99618	-9.0615	-2.77048	-2.24107	-1.06534	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.220581
5.01754	-8.9245	-2.75583	-2.16668	-0.793877	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.86281
5.10906	-8.79502	-2.78741	-2.20864	-0.791845	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.66543
5.2272	-8.68961	-2.78853	-2.29618	-0.882414	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.36475
5.34031	-8.57561	-2.79905	-2.35002	-0.887827	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0846652
5.38546	-8.44097	-2.78405	-2.2832	-0.647549	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	7.70053
5.49345	-8.31823	-2.82117	-2.31605	-0.64283	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.841432
5.6004	-8.21934	-2.82821	-2.36804	-0.689185	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.710645
5.71372	-8.10641	-2.85686	-2.40048	-0.682935	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.521746
5.78466	-7.98275	-2.84477	-2.35631	-0.509031	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	4.27529
5.87752	-7.88315	-2.83594	-2.37646	-0.503365	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.101837
5.97088	-7.77659	-2.83434	-2.38002	-0.456652	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.395879
6.0664	-7.67237	-2.83354	-2.3941	-0.445557	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.171218
6.1755	-7.56269	-2.8316	-2.40481	-0.414714	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.138514
6.27899	-7.45804	-2.81914	-2.41987	-0.405763	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.217297
6.40508	-7.38121	-2.82952	-2.48942	-0.523769	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	2.99531
6.52704	-7.28508	-2.85071	-2.51277	-0.518302	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.27149
6.66553	-7.20537	-2.8564	-2.56629	-0.574719	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.461153
6.78621	-7.13103	-2.83417	-2.59795	-0.577014	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.289439
6.87272	-7.02669	-2.80677	-2.54605	-0.394206	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	5.14
6.98139	-6.95233	-2.7943	-2.56445	-0.393792	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.111042
7.11757	-6.87783	-2.79763	-2.60124	-0.426046	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.23125
7.25018	-6.78021	-2.81494	-2.61067	-0.406081	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.401799
7.3525	-6.66725	-2.78914	-2.54761	-0.209291	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	6.01175
7.47621	-6.57283	-2.79269	-2.55099	-0.198282	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.103895
7.60122	-6.48748	-2.78932	-2.5587	-0.191298	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.048742
