px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
88.6979	22.7944	1.80456	-0.520328	-0.192396	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	1.07336
89.592	22.2473	1.23438	-0.692744	-0.241266	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	8.52915
89.621	22.2551	1.25863	-0.654732	-0.189903	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.653146
90.5195	21.6508	1.1609	-0.639107	-0.0406121	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.352263
90.5737	21.6662	1.21038	-0.533678	0.0863047	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	2.15555
91.6956	21.1219	1.32097	-0.370076	0.143787	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.359479
91.7216	21.1252	1.30041	-0.396932	0.078816	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	2.32348
92.8656	20.9422	1.24108	-0.0502715	0.265703	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.286912
92.8924	20.9508	1.19034	-0.0630557	0.224313	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	3.03957
93.5512	20.2539	0.810178	-0.755019	-0.399697	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	7.31102
93.5843	20.283	0.886415	-0.648488	-0.250433	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.6956
95.1765	19.7113	1.59322	0.166582	0.572322	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	17.2524
95.0809	19.7302	1.34966	0.0793401	0.514485	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	9.43751
95.6318	19.7506	0.759345	0.390317	0.478124	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	11.1213
95.6288	19.749	0.769262	0.389557	0.478276	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0560375
96.2932	19.2622	0.34501	-0.496741	-0.430083	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	10.0275
96.3188	19.2911	0.464802	-0.425418	-0.337336	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	2.34527
97.3811	18.7856	1.20271	-0.533716	-0.0993337	97.5286	18.727	97.45	18.506	0.868716	-0.503009	14.8482
97.3847	18.786	1.20606	-0.525941	-0.0931419	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.0576737
98.2285	18.3604	1.08648	-0.485912	-0.0219875	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.357721
98.237	18.3602	1.07611	-0.499531	-0.0527082	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.298579
99.0214	17.3885	1.24795	-1.12759	-0.449272	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	1.51366
99.045	17.4285	1.27331	-0.891349	-0.125811	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	2.1634
99.9972	16.9464	1.06483	-0.436911	0.279412	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	2.22773
100.034	16.9541	1.06596	-0.40629	0.292186	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.96765
101.164	16.5503	1.27211	-0.226056	0.204953	101.204	16.5368	101.065	16.497	0.991362	-0.513687	1.12804
101.148	16.543	1.20948	-0.284526	0.123307	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.532739
102.364	16.3985	1.31131	-0.00408901	0.231196	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.394865
102.312	16.3912	1.21231	-0.0459043	0.181523	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	2.03258
103.073	15.3981	0.896606	-1.12557	-0.674791	103.003	15.353	103.119	15.4967	1.11708	-0.508169	7.69214
103.048	15.4531	0.938189	-0.875276	-0.307003	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	5.85386
104.072	15.2243	0.843517	-0.0106398	0.520223	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	5.25827
104.067	15.2038	0.932799	-0.0258043	0.509765	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	1.6586
105.458	14.4841	1.32003	-1.09012	-0.568742	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	9.52517
105.435	14.5489	1.36069	-0.784069	-0.185668	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	3.14415
106.801	14.0299	1.38684	-0.16277	0.405816	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	2.66058
106.776	14.0233	1.397	-0.181227	0.398862	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.19969
108.081	13.6725	1.43268	-0.178161	0.117585	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.455757
108.093	13.6779	1.47373	-0.154281	0.154588	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.186212
109.522	13.5717	1.53591	0.00777999	0.16069	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.113772
109.501	13.5688	1.51323	0.00180567	0.154321	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.360789
111.052	12.6113	1.57087	-0.927403	-0.61715	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	3.46688
111.106	12.6828	1.68811	-0.668508	-0.204974	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	5.77646
112.896	12.4508	1.5664	0.139316	0.564634	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	4.50256
112.899	12.4406	1.622	0.127825	0.548079	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.4257
114.747	12.5454	1.8615	0.0813575	0.0795818	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	2.65163
114.759	12.5466	1.86252	0.0757489	0.0722236	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.222288
116.666	12.1147	1.94295	-0.386028	-0.314648	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	1.15604
116.702	12.1402	2.04082	-0.304653	-0.172749	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	1.53864
118.91	12.0007	2.1995	0.0818938	0.270105	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	2.12934
118.905	12.002	2.18522	0.0815151	0.269846	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.0347184
120.727	12.3014	2.03251	0.279807	0.226801	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.747087
120.758	12.3033	2.08978	0.268508	0.206976	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.588687
123.437	12.791	2.71039	0.0679372	-0.143906	123.568	12.8297	122.95	12.5114	2.29835	0.246599	12.3614
123.389	12.7768	2.59711	0.0639959	-0.15643	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.79538
125.014	12.7726	2.02451	-0.103958	-0.196933	124.894	12.7743	125.242	12.8125	2.37624	0.369827	10.9419
125.087	12.7862	2.20994	-0.0649854	-0.120522	125.376	12.9964	125.242	12.8125	2.37624	0.369827	4.01848
127.768	13.3204	2.59893	0.456877	0.397921	127.853	13.3273	127.609	13.2365	2.44434	0.495787	6.61652
127.741	13.3112	2.61452	0.430308	0.352257	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.89263
129.989	13.7393	2.29895	0.229485	-0.0384842	129.947	13.6963	130.042	13.7853	2.50232	0.621879	3.53408
130.033	13.7499	2.35207	0.213837	-0.0581058	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.30279
132.1	14.5025	2.33019	0.397414	0.129463	132.092	14.507	132.53	14.458	2.55028	0.74543	0.239378
132.156	14.4983	2.44714	0.348063	0.036465	132.447	14.3423	132.53	14.458	2.55028	0.74543	2.08134
134.978	15.0223	2.90031	0.0325659	-0.257837	135.074	15.0475	135.066	15.2513	2.58865	0.863795	6.68149
134.978	15.0153	2.8307	0.0176255	-0.285506	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.778184
137.591	16.1929	2.66724	0.60581	0.376041	137.561	16.2147	137.639	16.1592	2.61821	0.974442	3.43337
137.618	16.1655	2.79729	0.510718	0.176756	137.653	16.5145	137.639	16.1592	2.61821	0.974442	2.02092
140.312	17.0107	2.83726	0.19038	-0.233398	140.331	17.008	140.242	17.1733	2.63994	1.07503	1.17005
140.321	17.0137	2.85721	0.187633	-0.237444	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0746586
142.898	17.9828	2.82735	0.401263	0.11492	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.805106
142.872	17.9762	2.85237	0.379679	0.0719589	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.775972
145.38	19.1558	2.91805	0.486278	0.0959173	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.125076
145.441	19.1632	2.98424	0.455384	0.0402475	145.789	19.3785	145.51	19.4754	2.66445	1.23795	2.03676
148.213	20.4594	3.17869	0.412356	-0.0377643	148.251	20.4754	148.163	20.7364	2.66951	1.29702	1.19062
148.198	20.4616	3.1124	0.445832	0.0338651	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.555717
150.686	22.1101	3.1318	0.668031	0.184096	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.140951
150.691	22.0999	3.18058	0.617061	0.0718766	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.571951
153.416	23.4956	3.16146	0.392674	-0.172858	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.399028
153.399	23.4923	3.09704	0.417603	-0.118938	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.465239
156.047	24.8053	3.10743	0.453138	0.00539897	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0943804
156.032	24.81	3.03396	0.492448	0.0901823	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.652337
158.873	26.0187	3.18449	0.341227	-0.113578	158.905	26.0308	158.827	26.1372	2.66127	1.36157	1.00468
158.887	26.0231	3.16711	0.345639	-0.0994029	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.357992
161.439	27.4271	3.05436	0.55342	0.144847	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.829648
161.455	27.4335	3.04332	0.567175	0.176044	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.311144
163.662	28.7988	2.80046	0.616241	0.0933951	163.625	28.7683	164.155	28.8064	2.64354	1.28825	1.72358
163.737	28.8141	2.88522	0.563595	-0.00141876	164.116	29.315	164.155	28.8064	2.64354	1.28825	3.25391
166.743	30.1667	3.31901	0.253274	-0.273677	166.828	30.2062	166.809	30.0721	2.63006	1.22694	6.29288
166.712	30.1547	3.17984	0.274019	-0.229813	166.748	29.7121	166.809	30.0721	2.63006	1.22694	1.93449
169.165	31.3737	2.87508	0.44316	0.0684466	169.097	31.3717	169.452	31.2706	2.61238	1.15075	3.6392
169.174	31.3739	2.88613	0.440121	0.0619429	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.0544458
172.119	32.3207	3.15868	0.208215	-0.18832	172.175	32.3404	172.079	32.3873	2.58945	1.06126	2.66219
172.114	32.3165	3.07434	0.208909	-0.185925	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.8866
174.679	33.4578	2.91307	0.458665	0.149755	174.643	33.4625	174.685	33.4095	2.56021	0.960341	1.59369
174.658	33.4596	2.86566	0.476014	0.187221	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.298508
177.062	34.2302	2.64638	0.301113	-0.0867272	177.03	34.2009	177.261	34.3262	2.52363	0.850119	1.79534
177.066	34.2308	2.62419	0.30261	-0.081592	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.134202
180.035	35.1132	3.16268	0.273026	-0.0333405	180.145	35.1423	179.799	35.1289	2.47883	0.732949	8.51092
179.955	35.1024	2.96781	0.306085	0.031568	179.543	35.4767	179.799	35.1289	2.47883	0.732949	4.59034
182.608	35.7584	2.9186	0.219446	-0.0597052	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.120218
182.53	35.7393	2.77334	0.227594	-0.046949	182.047	36.2626	182.292	35.8114	2.42515	0.611338	3.35994
184.774	36.5205	2.57459	0.354526	0.0874331	184.732	36.5155	184.73	36.37	2.36226	0.487877	1.35134
184.758	36.5227	2.48786	0.376609	0.132398	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.762666
186.967	36.9591	2.35473	0.15441	-0.139864	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.933452
187.006	36.97	2.39406	0.150329	-0.142303	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.02887
189.43	37.3983	2.5608	0.176539	-0.00379702	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.958232
189.44	37.4001	2.48288	0.179951	0.000250724	189.738	36.951	189.401	37.1147	2.20928	0.245623	1.30699
191.74	37.5676	2.45832	0.0204676	-0.122747	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.10926
191.711	37.5561	2.37351	-0.00138916	-0.166305	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.811763
193.531	37.2764	2.08412	-0.25825	-0.25384	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	2.69692
193.541	37.2814	2.1129	-0.240755	-0.221	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.113116
195.942	37.394	2.28894	0.254265	0.357134	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	3.29482
195.879	37.4022	2.13935	0.2559	0.375575	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	3.31061
197.748	37.7498	2.00491	0.277708	0.121851	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.978739
197.718	37.7415	1.96599	0.283853	0.129443	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.654754
199.362	37.3314	1.57171	-0.331782	-0.421817	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	5.87097
199.368	37.3454	1.62421	-0.289808	-0.348099	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.434041
201.451	37.0193	2.06343	-0.0235071	0.175736	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	7.43239
201.383	37.0129	1.92449	-0.090017	0.0885542	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.44906
202.99	36.4659	1.81382	-0.37986	-0.186078	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.977069
202.96	36.4509	1.74971	-0.433233	-0.278071	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.792224
204.067	36.1408	1.27037	-0.426711	-0.110792	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	6.15758
204.071	36.1429	1.34732	-0.366634	-0.000598484	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.98787
